Ma_SV,Ma_Hoc_Phan,Ten_Mon,So_Tin_Chi,Diem_So,Ky_Hoc,XepLoai,KetQua
A50241,SH131,Pháp luật đại cương,2,5.4,1,D,Đạt
A50241,ML113,Triết học Mác - Lênin,3,5.7,1,C,Đạt
A50241,GE111,Tiếng Anh sơ cấp 1,2,8.5,1,A,Đạt
A50241,CS121,Lập trình cơ sở 1,3,9.7,2,A,Đạt
A50241,MA120,Đại số tuyến tính,3,10.0,2,A,Đạt
A50241,GE112,Tiếng Anh sơ cấp 2,2,7.9,2,B,Đạt
A50241,ML114,Kinh tế chính trị Mác - Lênin,2,10.0,2,A,Đạt
A50241,CS212,Kiến trúc máy tính,3,8.5,2,A,Đạt
A50241,CS123,Lập trình cơ sở 2,2,8.0,3,B,Đạt
A50241,MA110,Giải tích 1,3,9.3,3,A,Đạt
A50241,MI201,Toán rời rạc,3,9.5,3,A,Đạt
A50241,GE121,Tiếng Anh sơ trung cấp 1,2,10.0,3,A,Đạt
A50241,ML115,Chủ nghĩa xã hội khoa học,2,7.4,3,B,Đạt
A50241,NA151,Khoa học môi trường,2,10.0,3,A,Đạt
A50241,CS122,Lập trình hướng đối tượng,3,7.0,4,B,Đạt
A50241,ML202,Tư tưởng Hồ Chí Minh,2,8.4,4,B,Đạt
A50241,GE222,Tiếng Anh sơ trung cấp 2,2,7.7,4,B,Đạt
A50241,MA239,Xác suất thống kê,3,8.8,4,A,Đạt
A50241,IS224,Lập trình khoa học dữ liệu,3,10.0,4,A,Đạt
A50241,AI130,Trí tuệ nhân tạo,3,9.8,4,A,Đạt
A50242,CS100,Tin học đại cương,2,8.5,1,A,Đạt
A50242,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,7.8,1,B,Đạt
A50242,SH131,Pháp luật đại cương,2,4.2,1,D,Đạt
A50242,GE111,Tiếng Anh sơ cấp 1,2,5.1,1,D,Đạt
A50242,CS121,Lập trình cơ sở 1,3,5.5,2,C,Đạt
A50242,MA120,Đại số tuyến tính,3,7.5,2,B,Đạt
A50242,GE112,Tiếng Anh sơ cấp 2,2,6.4,2,C,Đạt
A50242,ML114,Kinh tế chính trị Mác - Lênin,2,8.4,2,B,Đạt
A50242,CS212,Kiến trúc máy tính,3,7.1,2,B,Đạt
A50242,CS123,Lập trình cơ sở 2,2,7.5,3,B,Đạt
A50242,MA110,Giải tích 1,3,4.0,3,D,Đạt
A50242,MI201,Toán rời rạc,3,6.6,3,C,Đạt
A50242,GE121,Tiếng Anh sơ trung cấp 1,2,9.2,3,A,Đạt
A50242,ML115,Chủ nghĩa xã hội khoa học,2,5.1,3,D,Đạt
A50242,NA151,Khoa học môi trường,2,7.4,3,B,Đạt
A50242,CS122,Lập trình hướng đối tượng,3,8.2,4,B,Đạt
A50242,ML202,Tư tưởng Hồ Chí Minh,2,6.7,4,C,Đạt
A50242,GE222,Tiếng Anh sơ trung cấp 2,2,7.9,4,B,Đạt
A50242,MA239,Xác suất thống kê,3,5.8,4,C,Đạt
A50242,IS224,Lập trình khoa học dữ liệu,3,7.5,4,B,Đạt
A50242,AI130,Trí tuệ nhân tạo,3,10.0,4,A,Đạt
A50243,CS100,Tin học đại cương,2,7.0,1,B,Đạt
A50243,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,5.6,1,C,Đạt
A50243,SH131,Pháp luật đại cương,2,6.8,1,C,Đạt
A50243,ML113,Triết học Mác - Lênin,3,8.1,1,B,Đạt
A50243,GE111,Tiếng Anh sơ cấp 1,2,6.6,1,C,Đạt
A50243,MA120,Đại số tuyến tính,3,5.3,2,D,Đạt
A50243,GE112,Tiếng Anh sơ cấp 2,2,7.9,2,B,Đạt
A50243,ML114,Kinh tế chính trị Mác - Lênin,2,6.4,2,C,Đạt
A50243,CS212,Kiến trúc máy tính,3,8.3,2,B,Đạt
A50243,CS123,Lập trình cơ sở 2,2,6.9,3,C,Đạt
A50243,MA110,Giải tích 1,3,7.7,3,B,Đạt
A50243,MI201,Toán rời rạc,3,2.1,3,F,Học lại
A50243,GE121,Tiếng Anh sơ trung cấp 1,2,5.2,3,D,Đạt
A50243,ML115,Chủ nghĩa xã hội khoa học,2,8.9,3,A,Đạt
A50243,NA151,Khoa học môi trường,2,7.9,3,B,Đạt
A50243,CS122,Lập trình hướng đối tượng,3,8.9,4,A,Đạt
A50243,ML202,Tư tưởng Hồ Chí Minh,2,5.5,4,C,Đạt
A50243,GE222,Tiếng Anh sơ trung cấp 2,2,7.8,4,B,Đạt
A50243,MA239,Xác suất thống kê,3,6.6,4,C,Đạt
A50243,IS224,Lập trình khoa học dữ liệu,3,7.9,4,B,Đạt
A50243,AI130,Trí tuệ nhân tạo,3,6.9,4,C,Đạt
A50244,CS100,Tin học đại cương,2,3.2,1,F,Học lại
A50244,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,8.3,1,B,Đạt
A50244,SH131,Pháp luật đại cương,2,7.7,1,B,Đạt
A50244,ML113,Triết học Mác - Lênin,3,4.8,1,D,Đạt
A50244,GE111,Tiếng Anh sơ cấp 1,2,6.6,1,C,Đạt
A50244,CS121,Lập trình cơ sở 1,3,8.2,2,B,Đạt
A50244,MA120,Đại số tuyến tính,3,7.5,2,B,Đạt
A50244,GE112,Tiếng Anh sơ cấp 2,2,8.1,2,B,Đạt
A50244,ML114,Kinh tế chính trị Mác - Lênin,2,5.1,2,D,Đạt
A50244,CS212,Kiến trúc máy tính,3,7.2,2,B,Đạt
A50244,CS123,Lập trình cơ sở 2,2,6.9,3,C,Đạt
A50244,MA110,Giải tích 1,3,2.5,3,F,Học lại
A50244,MI201,Toán rời rạc,3,6.4,3,C,Đạt
A50244,GE121,Tiếng Anh sơ trung cấp 1,2,8.2,3,B,Đạt
A50244,ML115,Chủ nghĩa xã hội khoa học,2,7.0,3,B,Đạt
A50244,NA151,Khoa học môi trường,2,6.9,3,C,Đạt
A50244,CS122,Lập trình hướng đối tượng,3,6.7,4,C,Đạt
A50244,ML202,Tư tưởng Hồ Chí Minh,2,9.4,4,A,Đạt
A50244,GE222,Tiếng Anh sơ trung cấp 2,2,6.8,4,C,Đạt
A50244,MA239,Xác suất thống kê,3,7.1,4,B,Đạt
A50244,IS224,Lập trình khoa học dữ liệu,3,7.9,4,B,Đạt
A50244,AI130,Trí tuệ nhân tạo,3,3.6,4,F,Học lại
A50245,CS100,Tin học đại cương,2,7.8,1,B,Đạt
A50245,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,6.5,1,C,Đạt
A50245,SH131,Pháp luật đại cương,2,7.0,1,B,Đạt
A50245,GE111,Tiếng Anh sơ cấp 1,2,6.1,1,C,Đạt
A50245,CS121,Lập trình cơ sở 1,3,5.5,2,C,Đạt
A50245,MA120,Đại số tuyến tính,3,8.7,2,A,Đạt
A50245,ML114,Kinh tế chính trị Mác - Lênin,2,4.8,2,D,Đạt
A50245,CS212,Kiến trúc máy tính,3,8.5,2,A,Đạt
A50245,CS123,Lập trình cơ sở 2,2,6.6,3,C,Đạt
A50245,MA110,Giải tích 1,3,4.4,3,D,Đạt
A50245,MI201,Toán rời rạc,3,5.1,3,D,Đạt
A50245,GE121,Tiếng Anh sơ trung cấp 1,2,5.2,3,D,Đạt
A50245,ML115,Chủ nghĩa xã hội khoa học,2,5.8,3,C,Đạt
A50245,NA151,Khoa học môi trường,2,8.7,3,A,Đạt
A50245,ML202,Tư tưởng Hồ Chí Minh,2,2.4,4,F,Học lại
A50245,GE222,Tiếng Anh sơ trung cấp 2,2,4.2,4,D,Đạt
A50245,MA239,Xác suất thống kê,3,7.1,4,B,Đạt
A50245,IS224,Lập trình khoa học dữ liệu,3,3.8,4,F,Học lại
A50245,AI130,Trí tuệ nhân tạo,3,5.1,4,D,Đạt
A50246,CS100,Tin học đại cương,2,7.0,1,B,Đạt
A50246,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,7.9,1,B,Đạt
A50246,SH131,Pháp luật đại cương,2,7.4,1,B,Đạt
A50246,ML113,Triết học Mác - Lênin,3,6.4,1,C,Đạt
A50246,GE111,Tiếng Anh sơ cấp 1,2,6.4,1,C,Đạt
A50246,CS121,Lập trình cơ sở 1,3,8.1,2,B,Đạt
A50246,MA120,Đại số tuyến tính,3,8.0,2,B,Đạt
A50246,GE112,Tiếng Anh sơ cấp 2,2,6.4,2,C,Đạt
A50246,ML114,Kinh tế chính trị Mác - Lênin,2,4.6,2,D,Đạt
A50246,CS212,Kiến trúc máy tính,3,6.1,2,C,Đạt
A50246,CS123,Lập trình cơ sở 2,2,6.7,3,C,Đạt
A50246,MA110,Giải tích 1,3,6.4,3,C,Đạt
A50246,MI201,Toán rời rạc,3,7.8,3,B,Đạt
A50246,GE121,Tiếng Anh sơ trung cấp 1,2,8.4,3,B,Đạt
A50246,ML115,Chủ nghĩa xã hội khoa học,2,4.8,3,D,Đạt
A50246,NA151,Khoa học môi trường,2,6.6,3,C,Đạt
A50246,CS122,Lập trình hướng đối tượng,3,2.5,4,F,Học lại
A50246,ML202,Tư tưởng Hồ Chí Minh,2,7.5,4,B,Đạt
A50246,GE222,Tiếng Anh sơ trung cấp 2,2,9.6,4,A,Đạt
A50246,MA239,Xác suất thống kê,3,5.7,4,C,Đạt
A50246,IS224,Lập trình khoa học dữ liệu,3,6.4,4,C,Đạt
A50246,AI130,Trí tuệ nhân tạo,3,7.3,4,B,Đạt
A50247,CS100,Tin học đại cương,2,5.8,1,C,Đạt
A50247,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,6.8,1,C,Đạt
A50247,SH131,Pháp luật đại cương,2,5.8,1,C,Đạt
A50247,ML113,Triết học Mác - Lênin,3,6.1,1,C,Đạt
A50247,GE111,Tiếng Anh sơ cấp 1,2,9.1,1,A,Đạt
A50247,CS121,Lập trình cơ sở 1,3,7.5,2,B,Đạt
A50247,MA120,Đại số tuyến tính,3,7.3,2,B,Đạt
A50247,GE112,Tiếng Anh sơ cấp 2,2,8.0,2,B,Đạt
A50247,ML114,Kinh tế chính trị Mác - Lênin,2,10.0,2,A,Đạt
A50247,CS212,Kiến trúc máy tính,3,5.9,2,C,Đạt
A50247,CS123,Lập trình cơ sở 2,2,5.9,3,C,Đạt
A50247,MI201,Toán rời rạc,3,8.5,3,A,Đạt
A50247,GE121,Tiếng Anh sơ trung cấp 1,2,6.1,3,C,Đạt
A50247,ML115,Chủ nghĩa xã hội khoa học,2,6.2,3,C,Đạt
A50247,NA151,Khoa học môi trường,2,5.9,3,C,Đạt
A50247,CS122,Lập trình hướng đối tượng,3,2.5,4,F,Học lại
A50247,ML202,Tư tưởng Hồ Chí Minh,2,6.7,4,C,Đạt
A50247,GE222,Tiếng Anh sơ trung cấp 2,2,6.1,4,C,Đạt
A50247,MA239,Xác suất thống kê,3,4.8,4,D,Đạt
A50247,IS224,Lập trình khoa học dữ liệu,3,4.0,4,D,Đạt
A50247,AI130,Trí tuệ nhân tạo,3,8.0,4,B,Đạt
A50248,CS100,Tin học đại cương,2,8.8,1,A,Đạt
A50248,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,7.5,1,B,Đạt
A50248,SH131,Pháp luật đại cương,2,8.7,1,A,Đạt
A50248,ML113,Triết học Mác - Lênin,3,7.6,1,B,Đạt
A50248,GE111,Tiếng Anh sơ cấp 1,2,7.8,1,B,Đạt
A50248,MA120,Đại số tuyến tính,3,9.2,2,A,Đạt
A50248,ML114,Kinh tế chính trị Mác - Lênin,2,9.1,2,A,Đạt
A50248,CS212,Kiến trúc máy tính,3,8.8,2,A,Đạt
A50248,CS123,Lập trình cơ sở 2,2,9.0,3,A,Đạt
A50248,MA110,Giải tích 1,3,5.0,3,D,Đạt
A50248,MI201,Toán rời rạc,3,7.2,3,B,Đạt
A50248,GE121,Tiếng Anh sơ trung cấp 1,2,10.0,3,A,Đạt
A50248,ML115,Chủ nghĩa xã hội khoa học,2,8.2,3,B,Đạt
A50248,NA151,Khoa học môi trường,2,7.3,3,B,Đạt
A50248,CS122,Lập trình hướng đối tượng,3,9.0,4,A,Đạt
A50248,ML202,Tư tưởng Hồ Chí Minh,2,5.2,4,D,Đạt
A50248,GE222,Tiếng Anh sơ trung cấp 2,2,7.9,4,B,Đạt
A50248,MA239,Xác suất thống kê,3,6.3,4,C,Đạt
A50248,IS224,Lập trình khoa học dữ liệu,3,6.8,4,C,Đạt
A50248,AI130,Trí tuệ nhân tạo,3,7.6,4,B,Đạt
A50249,CS100,Tin học đại cương,2,6.4,1,C,Đạt
A50249,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,5.0,1,D,Đạt
A50249,SH131,Pháp luật đại cương,2,6.3,1,C,Đạt
A50249,ML113,Triết học Mác - Lênin,3,5.7,1,C,Đạt
A50249,GE111,Tiếng Anh sơ cấp 1,2,5.8,1,C,Đạt
A50249,CS121,Lập trình cơ sở 1,3,4.9,2,D,Đạt
A50249,MA120,Đại số tuyến tính,3,5.7,2,C,Đạt
A50249,GE112,Tiếng Anh sơ cấp 2,2,5.9,2,C,Đạt
A50249,ML114,Kinh tế chính trị Mác - Lênin,2,3.9,2,F,Học lại
A50249,CS212,Kiến trúc máy tính,3,6.1,2,C,Đạt
A50249,CS123,Lập trình cơ sở 2,2,7.6,3,B,Đạt
A50249,MA110,Giải tích 1,3,6.8,3,C,Đạt
A50249,MI201,Toán rời rạc,3,5.4,3,D,Đạt
A50249,GE121,Tiếng Anh sơ trung cấp 1,2,7.2,3,B,Đạt
A50249,ML115,Chủ nghĩa xã hội khoa học,2,6.4,3,C,Đạt
A50249,NA151,Khoa học môi trường,2,6.1,3,C,Đạt
A50249,CS122,Lập trình hướng đối tượng,3,7.4,4,B,Đạt
A50249,ML202,Tư tưởng Hồ Chí Minh,2,7.4,4,B,Đạt
A50249,GE222,Tiếng Anh sơ trung cấp 2,2,8.1,4,B,Đạt
A50249,MA239,Xác suất thống kê,3,6.4,4,C,Đạt
A50249,IS224,Lập trình khoa học dữ liệu,3,6.7,4,C,Đạt
A50249,AI130,Trí tuệ nhân tạo,3,5.0,4,D,Đạt
A50250,CS100,Tin học đại cương,2,5.9,1,C,Đạt
A50250,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,5.7,1,C,Đạt
A50250,SH131,Pháp luật đại cương,2,7.5,1,B,Đạt
A50250,ML113,Triết học Mác - Lênin,3,6.2,1,C,Đạt
A50250,GE111,Tiếng Anh sơ cấp 1,2,5.5,1,C,Đạt
A50250,CS121,Lập trình cơ sở 1,3,7.0,2,B,Đạt
A50250,MA120,Đại số tuyến tính,3,6.5,2,C,Đạt
A50250,GE112,Tiếng Anh sơ cấp 2,2,6.3,2,C,Đạt
A50250,ML114,Kinh tế chính trị Mác - Lênin,2,5.2,2,D,Đạt
A50250,CS212,Kiến trúc máy tính,3,3.6,2,F,Học lại
A50250,CS123,Lập trình cơ sở 2,2,7.5,3,B,Đạt
A50250,MA110,Giải tích 1,3,4.0,3,D,Đạt
A50250,MI201,Toán rời rạc,3,5.5,3,C,Đạt
A50250,GE121,Tiếng Anh sơ trung cấp 1,2,4.7,3,D,Đạt
A50250,ML115,Chủ nghĩa xã hội khoa học,2,5.3,3,D,Đạt
A50250,NA151,Khoa học môi trường,2,5.1,3,D,Đạt
A50250,ML202,Tư tưởng Hồ Chí Minh,2,5.6,4,C,Đạt
A50250,GE222,Tiếng Anh sơ trung cấp 2,2,6.0,4,C,Đạt
A50250,MA239,Xác suất thống kê,3,3.8,4,F,Học lại
A50250,IS224,Lập trình khoa học dữ liệu,3,6.2,4,C,Đạt
A50250,AI130,Trí tuệ nhân tạo,3,7.7,4,B,Đạt
A50251,CS100,Tin học đại cương,2,6.5,1,C,Đạt
A50251,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,8.5,1,A,Đạt
A50251,SH131,Pháp luật đại cương,2,5.2,1,D,Đạt
A50251,ML113,Triết học Mác - Lênin,3,5.5,1,C,Đạt
A50251,GE111,Tiếng Anh sơ cấp 1,2,9.1,1,A,Đạt
A50251,CS121,Lập trình cơ sở 1,3,3.4,2,F,Học lại
A50251,MA120,Đại số tuyến tính,3,4.1,2,D,Đạt
A50251,GE112,Tiếng Anh sơ cấp 2,2,9.0,2,A,Đạt
A50251,ML114,Kinh tế chính trị Mác - Lênin,2,4.0,2,D,Đạt
A50251,CS212,Kiến trúc máy tính,3,6.5,2,C,Đạt
A50251,CS123,Lập trình cơ sở 2,2,5.5,3,C,Đạt
A50251,MA110,Giải tích 1,3,7.7,3,B,Đạt
A50251,MI201,Toán rời rạc,3,8.7,3,A,Đạt
A50251,GE121,Tiếng Anh sơ trung cấp 1,2,5.0,3,D,Đạt
A50251,ML115,Chủ nghĩa xã hội khoa học,2,5.5,3,C,Đạt
A50251,NA151,Khoa học môi trường,2,6.6,3,C,Đạt
A50251,CS122,Lập trình hướng đối tượng,3,4.4,4,D,Đạt
A50251,ML202,Tư tưởng Hồ Chí Minh,2,6.7,4,C,Đạt
A50251,GE222,Tiếng Anh sơ trung cấp 2,2,6.4,4,C,Đạt
A50251,MA239,Xác suất thống kê,3,7.8,4,B,Đạt
A50251,IS224,Lập trình khoa học dữ liệu,3,3.0,4,F,Học lại
A50251,AI130,Trí tuệ nhân tạo,3,3.7,4,F,Học lại
A50252,CS100,Tin học đại cương,2,6.2,1,C,Đạt
A50252,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,7.0,1,B,Đạt
A50252,SH131,Pháp luật đại cương,2,4.5,1,D,Đạt
A50252,ML113,Triết học Mác - Lênin,3,5.9,1,C,Đạt
A50252,GE111,Tiếng Anh sơ cấp 1,2,7.7,1,B,Đạt
A50252,CS121,Lập trình cơ sở 1,3,6.1,2,C,Đạt
A50252,GE112,Tiếng Anh sơ cấp 2,2,4.4,2,D,Đạt
A50252,ML114,Kinh tế chính trị Mác - Lênin,2,7.3,2,B,Đạt
A50252,CS212,Kiến trúc máy tính,3,4.6,2,D,Đạt
A50252,CS123,Lập trình cơ sở 2,2,6.6,3,C,Đạt
A50252,MA110,Giải tích 1,3,4.1,3,D,Đạt
A50252,MI201,Toán rời rạc,3,7.1,3,B,Đạt
A50252,GE121,Tiếng Anh sơ trung cấp 1,2,5.6,3,C,Đạt
A50252,ML115,Chủ nghĩa xã hội khoa học,2,6.7,3,C,Đạt
A50252,NA151,Khoa học môi trường,2,5.8,3,C,Đạt
A50252,CS122,Lập trình hướng đối tượng,3,7.5,4,B,Đạt
A50252,ML202,Tư tưởng Hồ Chí Minh,2,4.7,4,D,Đạt
A50252,GE222,Tiếng Anh sơ trung cấp 2,2,5.0,4,D,Đạt
A50252,MA239,Xác suất thống kê,3,7.6,4,B,Đạt
A50252,IS224,Lập trình khoa học dữ liệu,3,8.5,4,A,Đạt
A50252,AI130,Trí tuệ nhân tạo,3,5.9,4,C,Đạt
A50253,CS100,Tin học đại cương,2,5.0,1,D,Đạt
A50253,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,9.3,1,A,Đạt
A50253,SH131,Pháp luật đại cương,2,8.9,1,A,Đạt
A50253,ML113,Triết học Mác - Lênin,3,7.0,1,B,Đạt
A50253,GE111,Tiếng Anh sơ cấp 1,2,9.1,1,A,Đạt
A50253,CS121,Lập trình cơ sở 1,3,4.8,2,D,Đạt
A50253,MA120,Đại số tuyến tính,3,7.2,2,B,Đạt
A50253,GE112,Tiếng Anh sơ cấp 2,2,8.9,2,A,Đạt
A50253,ML114,Kinh tế chính trị Mác - Lênin,2,6.3,2,C,Đạt
A50253,CS212,Kiến trúc máy tính,3,6.7,2,C,Đạt
A50253,CS123,Lập trình cơ sở 2,2,7.5,3,B,Đạt
A50253,MA110,Giải tích 1,3,8.2,3,B,Đạt
A50253,MI201,Toán rời rạc,3,6.2,3,C,Đạt
A50253,GE121,Tiếng Anh sơ trung cấp 1,2,7.1,3,B,Đạt
A50253,ML115,Chủ nghĩa xã hội khoa học,2,7.2,3,B,Đạt
A50253,NA151,Khoa học môi trường,2,5.6,3,C,Đạt
A50253,CS122,Lập trình hướng đối tượng,3,7.6,4,B,Đạt
A50253,ML202,Tư tưởng Hồ Chí Minh,2,6.0,4,C,Đạt
A50253,GE222,Tiếng Anh sơ trung cấp 2,2,8.0,4,B,Đạt
A50253,MA239,Xác suất thống kê,3,6.7,4,C,Đạt
A50253,IS224,Lập trình khoa học dữ liệu,3,8.0,4,B,Đạt
A50253,AI130,Trí tuệ nhân tạo,3,5.6,4,C,Đạt
A50254,CS100,Tin học đại cương,2,5.3,1,D,Đạt
A50254,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,8.7,1,A,Đạt
A50254,SH131,Pháp luật đại cương,2,2.9,1,F,Học lại
A50254,ML113,Triết học Mác - Lênin,3,5.8,1,C,Đạt
A50254,GE111,Tiếng Anh sơ cấp 1,2,7.3,1,B,Đạt
A50254,CS121,Lập trình cơ sở 1,3,6.8,2,C,Đạt
A50254,MA120,Đại số tuyến tính,3,5.5,2,C,Đạt
A50254,GE112,Tiếng Anh sơ cấp 2,2,5.2,2,D,Đạt
A50254,ML114,Kinh tế chính trị Mác - Lênin,2,7.9,2,B,Đạt
A50254,CS212,Kiến trúc máy tính,3,6.1,2,C,Đạt
A50254,CS123,Lập trình cơ sở 2,2,4.7,3,D,Đạt
A50254,MA110,Giải tích 1,3,4.9,3,D,Đạt
A50254,MI201,Toán rời rạc,3,4.1,3,D,Đạt
A50254,GE121,Tiếng Anh sơ trung cấp 1,2,6.7,3,C,Đạt
A50254,ML115,Chủ nghĩa xã hội khoa học,2,3.8,3,F,Học lại
A50254,NA151,Khoa học môi trường,2,8.5,3,A,Đạt
A50254,CS122,Lập trình hướng đối tượng,3,5.2,4,D,Đạt
A50254,ML202,Tư tưởng Hồ Chí Minh,2,5.0,4,D,Đạt
A50254,GE222,Tiếng Anh sơ trung cấp 2,2,6.3,4,C,Đạt
A50254,MA239,Xác suất thống kê,3,2.9,4,F,Học lại
A50254,IS224,Lập trình khoa học dữ liệu,3,8.0,4,B,Đạt
A50254,AI130,Trí tuệ nhân tạo,3,6.3,4,C,Đạt
A50255,CS100,Tin học đại cương,2,5.6,1,C,Đạt
A50255,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,7.0,1,B,Đạt
A50255,SH131,Pháp luật đại cương,2,8.7,1,A,Đạt
A50255,ML113,Triết học Mác - Lênin,3,8.1,1,B,Đạt
A50255,GE111,Tiếng Anh sơ cấp 1,2,8.3,1,B,Đạt
A50255,CS121,Lập trình cơ sở 1,3,8.8,2,A,Đạt
A50255,MA120,Đại số tuyến tính,3,10.0,2,A,Đạt
A50255,GE112,Tiếng Anh sơ cấp 2,2,9.0,2,A,Đạt
A50255,ML114,Kinh tế chính trị Mác - Lênin,2,8.3,2,B,Đạt
A50255,CS212,Kiến trúc máy tính,3,7.4,2,B,Đạt
A50255,CS123,Lập trình cơ sở 2,2,6.7,3,C,Đạt
A50255,MA110,Giải tích 1,3,7.9,3,B,Đạt
A50255,MI201,Toán rời rạc,3,8.7,3,A,Đạt
A50255,GE121,Tiếng Anh sơ trung cấp 1,2,8.4,3,B,Đạt
A50255,ML115,Chủ nghĩa xã hội khoa học,2,10.0,3,A,Đạt
A50255,NA151,Khoa học môi trường,2,8.3,3,B,Đạt
A50255,ML202,Tư tưởng Hồ Chí Minh,2,7.0,4,B,Đạt
A50255,GE222,Tiếng Anh sơ trung cấp 2,2,8.0,4,B,Đạt
A50255,MA239,Xác suất thống kê,3,9.9,4,A,Đạt
A50255,IS224,Lập trình khoa học dữ liệu,3,6.3,4,C,Đạt
A50255,AI130,Trí tuệ nhân tạo,3,6.9,4,C,Đạt
A50256,CS100,Tin học đại cương,2,7.2,1,B,Đạt
A50256,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,8.7,1,A,Đạt
A50256,SH131,Pháp luật đại cương,2,7.1,1,B,Đạt
A50256,ML113,Triết học Mác - Lênin,3,10.0,1,A,Đạt
A50256,GE111,Tiếng Anh sơ cấp 1,2,7.6,1,B,Đạt
A50256,CS121,Lập trình cơ sở 1,3,9.0,2,A,Đạt
A50256,MA120,Đại số tuyến tính,3,8.2,2,B,Đạt
A50256,GE112,Tiếng Anh sơ cấp 2,2,6.9,2,C,Đạt
A50256,ML114,Kinh tế chính trị Mác - Lênin,2,8.2,2,B,Đạt
A50256,CS212,Kiến trúc máy tính,3,10.0,2,A,Đạt
A50256,CS123,Lập trình cơ sở 2,2,9.3,3,A,Đạt
A50256,MA110,Giải tích 1,3,10.0,3,A,Đạt
A50256,MI201,Toán rời rạc,3,10.0,3,A,Đạt
A50256,GE121,Tiếng Anh sơ trung cấp 1,2,9.8,3,A,Đạt
A50256,ML115,Chủ nghĩa xã hội khoa học,2,10.0,3,A,Đạt
A50256,NA151,Khoa học môi trường,2,10.0,3,A,Đạt
A50256,CS122,Lập trình hướng đối tượng,3,5.7,4,C,Đạt
A50256,ML202,Tư tưởng Hồ Chí Minh,2,4.9,4,D,Đạt
A50256,GE222,Tiếng Anh sơ trung cấp 2,2,6.1,4,C,Đạt
A50256,MA239,Xác suất thống kê,3,7.5,4,B,Đạt
A50256,IS224,Lập trình khoa học dữ liệu,3,7.7,4,B,Đạt
A50256,AI130,Trí tuệ nhân tạo,3,6.5,4,C,Đạt
A50257,CS100,Tin học đại cương,2,10.0,1,A,Đạt
A50257,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,9.1,1,A,Đạt
A50257,SH131,Pháp luật đại cương,2,10.0,1,A,Đạt
A50257,ML113,Triết học Mác - Lênin,3,10.0,1,A,Đạt
A50257,GE111,Tiếng Anh sơ cấp 1,2,9.5,1,A,Đạt
A50257,CS121,Lập trình cơ sở 1,3,7.7,2,B,Đạt
A50257,MA120,Đại số tuyến tính,3,7.3,2,B,Đạt
A50257,GE112,Tiếng Anh sơ cấp 2,2,5.2,2,D,Đạt
A50257,ML114,Kinh tế chính trị Mác - Lênin,2,5.9,2,C,Đạt
A50257,CS212,Kiến trúc máy tính,3,9.4,2,A,Đạt
A50257,CS123,Lập trình cơ sở 2,2,5.0,3,D,Đạt
A50257,MA110,Giải tích 1,3,9.3,3,A,Đạt
A50257,MI201,Toán rời rạc,3,6.1,3,C,Đạt
A50257,GE121,Tiếng Anh sơ trung cấp 1,2,7.3,3,B,Đạt
A50257,ML115,Chủ nghĩa xã hội khoa học,2,8.2,3,B,Đạt
A50257,NA151,Khoa học môi trường,2,8.2,3,B,Đạt
A50257,CS122,Lập trình hướng đối tượng,3,9.1,4,A,Đạt
A50257,ML202,Tư tưởng Hồ Chí Minh,2,7.9,4,B,Đạt
A50257,GE222,Tiếng Anh sơ trung cấp 2,2,3.9,4,F,Học lại
A50257,MA239,Xác suất thống kê,3,7.2,4,B,Đạt
A50257,IS224,Lập trình khoa học dữ liệu,3,9.0,4,A,Đạt
A50257,AI130,Trí tuệ nhân tạo,3,5.8,4,C,Đạt
A50258,CS100,Tin học đại cương,2,7.4,1,B,Đạt
A50258,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,5.7,1,C,Đạt
A50258,SH131,Pháp luật đại cương,2,5.1,1,D,Đạt
A50258,ML113,Triết học Mác - Lênin,3,6.3,1,C,Đạt
A50258,GE111,Tiếng Anh sơ cấp 1,2,6.9,1,C,Đạt
A50258,CS121,Lập trình cơ sở 1,3,6.8,2,C,Đạt
A50258,MA120,Đại số tuyến tính,3,7.4,2,B,Đạt
A50258,GE112,Tiếng Anh sơ cấp 2,2,7.3,2,B,Đạt
A50258,ML114,Kinh tế chính trị Mác - Lênin,2,7.1,2,B,Đạt
A50258,CS212,Kiến trúc máy tính,3,4.2,2,D,Đạt
A50258,CS123,Lập trình cơ sở 2,2,4.7,3,D,Đạt
A50258,MA110,Giải tích 1,3,4.7,3,D,Đạt
A50258,MI201,Toán rời rạc,3,4.1,3,D,Đạt
